num_iterations,voltage_amp,current_amp,amp_ratio,group,tensor,kind,cosine,relative_error,bp_norm,ep_norm,ep_bp_norm_ratio
128,4.0,0.25,16.0,head,module.2.weight,other,1.0009170530486493,0.0,1.212503433227539,1.212503433227539,1.0
128,4.0,0.25,16.0,head,module.2.bias,other,0.9999999434794676,0.0,0.005100487731397152,0.005100487731397152,1.0
128,4.0,0.25,16.0,head,module.4.weight,other,1.0000000275500938,0.0,4.384695529937744,4.384695529937744,1.0
128,4.0,0.25,16.0,head,module.4.bias,other,1.0000000846632233,0.0,0.31610971689224243,0.31610971689224243,1.0
128,4.0,0.25,16.0,block_0/ff,base_ff.0.weight,bias,0.7882178320875509,0.9999668571661071,0.4424106478691101,1.8581542462925427e-05,4.200066737187322e-05
128,4.0,0.25,16.0,block_0/ff,base_ff.0.bias,bias,-0.219320380976604,1.000031987012066,0.14814041554927826,2.1649417249136604e-05,0.00014614119427749966
128,4.0,0.25,16.0,block_0/drive,drive_scale,other,0.9999999850398763,0.9999760048726469,0.4371894896030426,1.0499074960534927e-05,2.4014929933626334e-05
128,4.0,0.25,16.0,block_0/drn,W0,weight,-0.12752802774286418,1.0001107349389264,4.250133514404297,0.0036824673879891634,0.0008664356956102124
128,4.0,0.25,16.0,block_0/drn,W1,weight,-0.07910432459607163,1.0000283514262378,0.6475240588188171,0.00022873828129377216,0.00035325062934499414
128,4.0,0.25,16.0,block_0/drn,b0,bias,0.055288893631035986,0.9999987021533566,1.5614771842956543,4.032584183732979e-05,2.5825444164603552e-05
128,4.0,0.25,16.0,block_0/drn,b1,bias,0.2528644030522742,0.9999607922518196,0.9151761531829834,0.00014333178114611655,0.00015661660397029413
128,4.0,0.25,16.0,block_0/drn,b2,bias,0.06822944252918321,0.9991001325943534,0.3547661304473877,0.005241611041128635,0.014774835000507393
128,4.0,0.25,16.0,block_1/ff,base_ff.0.weight,bias,-0.046489001764442005,1.0068252914842997,0.05639166384935379,0.0044798413291573524,0.07944155258700862
128,4.0,0.25,16.0,block_1/ff,base_ff.0.bias,bias,0.12299493482296453,0.9974325933948913,0.005112756974995136,0.00011757622269215062,0.02299663826526049
128,4.0,0.25,16.0,block_1/drive,drive_scale,other,1.0000000384139407,0.9629038852538063,0.04165762662887573,0.0015453349333256483,0.03709608680045329
128,4.0,0.25,16.0,block_1/drn,W0,weight,-0.022948040041364297,1.4636102064406817,0.4633030295372009,0.4846245348453522,1.0460206472844555
128,4.0,0.25,16.0,block_1/drn,W1,weight,0.017996719575371207,1.00108331672231,0.7146614789962769,0.048530545085668564,0.06790703922342146
128,4.0,0.25,16.0,block_1/drn,b0,bias,0.03239862183643362,1.0015849559100856,0.0036256485618650913,0.0003530510002747178,0.09737595750127055
128,4.0,0.25,16.0,block_1/drn,b1,bias,0.1922273014421206,0.9869954064844794,0.002429266693070531,0.00072303885826841,0.2976366737875566
128,4.0,0.25,16.0,block_1/drn,b2,bias,0.8453527213421936,0.6267121545625531,0.004449016414582729,0.005218827165663242,1.1730294247864026
128,4.0,0.5,8.0,head,module.2.weight,other,1.0010969206156,0.0,1.1974660158157349,1.1974660158157349,1.0
128,4.0,0.5,8.0,head,module.2.bias,other,0.999999954746334,0.0,0.007401561830192804,0.007401561830192804,1.0
128,4.0,0.5,8.0,head,module.4.weight,other,0.9999999406289033,0.0,4.2903876304626465,4.2903876304626465,1.0
128,4.0,0.5,8.0,head,module.4.bias,other,1.0000000404005682,0.0,0.2792154550552368,0.2792154550552368,1.0
128,4.0,0.5,8.0,block_0/ff,base_ff.0.weight,bias,0.954426272803234,0.9998895448209485,0.5747032165527344,6.653182936133817e-05,0.00011576728204240571
128,4.0,0.5,8.0,block_0/ff,base_ff.0.bias,bias,0.7734809645872758,0.9999645513558671,0.18832089006900787,8.660334970045369e-06,4.598711787562121e-05
128,4.0,0.5,8.0,block_0/drive,drive_scale,other,0.9999999888805582,0.9999122587272619,0.5672345161437988,4.979662844561972e-05,8.778843146596503e-05
128,4.0,0.5,8.0,block_0/drn,W0,weight,0.10410221966468894,0.9999179536519379,4.167062282562256,0.0032962176483124495,0.0007910171302468897
128,4.0,0.5,8.0,block_0/drn,W1,weight,0.2056956204532543,0.9999076066616767,1.22314453125,0.0005502821877598763,0.0004498913854420066
128,4.0,0.5,8.0,block_0/drn,b0,bias,0.5452719536526099,0.9999781256861278,1.749366044998169,6.976909935474396e-05,3.988250461030126e-05
128,4.0,0.5,8.0,block_0/drn,b1,bias,0.619943646266414,0.9997830887459835,2.035630702972412,0.0007120004738681018,0.0003497689796230939
128,4.0,0.5,8.0,block_0/drn,b2,bias,0.29564431930528773,0.9976231971254176,1.4994933605194092,0.012207960709929466,0.008141390306457079
128,4.0,0.5,8.0,block_1/ff,base_ff.0.weight,bias,0.6314377327805036,0.9893517137919853,0.3203999400138855,0.0054476517252624035,0.017002661501828973
128,4.0,0.5,8.0,block_1/ff,base_ff.0.bias,bias,0.8041397150562948,0.9869362695594031,0.022271359339356422,0.0003631294530350715,0.016304772757780167
128,4.0,0.5,8.0,block_1/drive,drive_scale,other,0.9999999746064699,0.9853009128482113,0.6604483127593994,0.009707987308502197,0.014699087151788677
128,4.0,0.5,8.0,block_1/drn,W0,weight,0.022230286322034727,1.0553235845254691,2.216153621673584,0.7981176376342773,0.3601364227772075
128,4.0,0.5,8.0,block_1/drn,W1,weight,0.15570585588888217,0.9944650240923985,1.9546101093292236,0.07971832901239395,0.0407847726929804
128,4.0,0.5,8.0,block_1/drn,b0,bias,0.19079561636551312,0.989939572566617,0.012921320274472237,0.0008114324300549924,0.06279795042756456
128,4.0,0.5,8.0,block_1/drn,b1,bias,0.7571383461739369,0.8968665503641834,0.011230085045099258,0.0016016840236261487,0.1426243895031867
128,4.0,0.5,8.0,block_1/drn,b2,bias,0.9716215738912618,0.23660977420082518,0.016894038766622543,0.016530904918909073,0.9785052080955969
128,4.0,1.0,4.0,head,module.2.weight,other,1.0008747847429538,0.0,1.8242290019989014,1.8242290019989014,1.0
128,4.0,1.0,4.0,head,module.2.bias,other,0.9999999183777978,0.0,0.014658222906291485,0.014658222906291485,1.0
128,4.0,1.0,4.0,head,module.4.weight,other,1.0000003944563218,0.0,5.808175563812256,5.808175563812256,1.0
128,4.0,1.0,4.0,head,module.4.bias,other,0.9999998574690373,0.0,0.40013211965560913,0.40013211965560913,1.0
128,4.0,1.0,4.0,block_0/ff,base_ff.0.weight,bias,0.9194938572084455,0.9990130090516203,0.18257486820220947,0.00019601572421379387,0.0010736183251503053
128,4.0,1.0,4.0,block_0/ff,base_ff.0.bias,bias,0.914601497769847,0.9983253959797459,0.2573215961456299,0.00047122398973442614,0.0018312648327726804
128,4.0,1.0,4.0,block_0/drive,drive_scale,other,0.9999999918888162,0.9994558947294364,0.14084897935390472,7.663339783903211e-05,0.0005440820245241459
