beta,overall_cosine,overall_relative_error,bp_norm,ep_norm,head_cosine,block_0/ff_cosine,block_0/drive_cosine,block_0/drn_cosine,block_1/ff_cosine,block_1/drive_cosine,block_1/drn_cosine,head_relerr,block_0/ff_relerr,block_0/drive_relerr,block_0/drn_relerr,block_1/ff_relerr,block_1/drive_relerr,block_1/drn_relerr
0.01,0.2403799734222183,0.976633419450931,44.41597366333008,5.897190570831299,1.0002607688520795,0.9326336121017224,1.0000000452615296,0.3609156370372827,0.8511324324782575,0.9999999854901876,0.4130927262418423,0.0,0.996307275503261,0.999654778245648,0.9877283968977247,0.9234993117627428,0.6626497320445649,0.9467276566605759
