beta,num_iterations,voltage_amp,current_amp,amp_ratio,group,tensor,kind,cosine,relative_error,bp_norm,ep_norm,ep_bp_norm_ratio
0.003,128,4.0,1.0,4.0,block_1/drn,b0,bias,0.6734166731370482,0.9401221356954872,0.04146399721503258,0.0038406075909733772,0.092625116943163
0.003,128,4.0,1.0,4.0,block_1/drn,b1,bias,0.98410665773828,0.7515865413711763,0.062354426831007004,0.015825549140572548,0.25379992960985687
0.003,128,4.0,1.0,4.0,block_1/drn,b2,bias,0.9924891660358665,0.12303778079518941,0.10673511028289795,0.10737752169370651,1.0060187449950244
0.003,128,4.0,1.0,4.0,block_1/ff,base_ff.0.bias,bias,0.9620346371295158,0.9387567805412755,0.039300598204135895,0.002508484525606036,0.06382815123007593
0.003,128,4.0,1.0,4.0,block_1/ff,base_ff.0.weight,bias,0.9581087108679879,0.9386991471833056,0.56044602394104,0.03596322983503342,0.06416894455266367
0.003,128,4.0,1.0,4.0,head,module.2.bias,other,0.9999999183777978,0.0,0.014658222906291485,0.014658222906291485,1.0
0.003,128,4.0,1.0,4.0,head,module.2.weight,other,1.0008747847429538,0.0,1.8242290019989014,1.8242290019989014,1.0
0.003,128,4.0,1.0,4.0,head,module.4.bias,other,0.9999998574690373,0.0,0.40013211965560913,0.40013211965560913,1.0
0.003,128,4.0,1.0,4.0,head,module.4.weight,other,1.0000003944563218,0.0,5.808175563812256,5.808175563812256,1.0
0.01,128,4.0,1.0,4.0,block_0/drive,drive_scale,other,0.9999999679836566,0.9963478401623324,0.14084897935390472,0.0005144095048308372,0.0036522061231150584
0.01,128,4.0,1.0,4.0,block_0/drn,W0,weight,0.8726832261188565,0.9960846737136559,1.302332878112793,0.005846385844051838,0.0044891639782018095
0.01,128,4.0,1.0,4.0,block_0/drn,W1,weight,0.7987994741700201,0.9952394140290847,1.1148452758789062,0.006652446463704109,0.005967147735778443
0.01,128,4.0,1.0,4.0,block_0/drn,b0,bias,0.999346185537327,0.9959563747365655,0.707627534866333,0.002863251604139805,0.0040462693480132275
0.01,128,4.0,1.0,4.0,block_0/drn,b1,bias,0.999336633235974,0.9838184695298559,1.6704518795013428,0.027048375457525253,0.016192250605626325
0.01,128,4.0,1.0,4.0,block_0/drn,b2,bias,0.9963112851552827,0.9355666277878724,2.477062702178955,0.1602373719215393,0.06468846015911751
0.01,128,4.0,1.0,4.0,block_0/ff,base_ff.0.bias,bias,0.9991572572601841,0.9961337830137544,0.2573215961456299,0.0009957232978194952,0.0038695675479020835
0.01,128,4.0,1.0,4.0,block_0/ff,base_ff.0.weight,bias,0.997489780137324,0.9959739290091274,0.18257486820220947,0.0007369336090050638,0.004036336524635353
0.01,128,4.0,1.0,4.0,block_1/drive,drive_scale,other,1.000000022949748,0.9258757223106968,0.20084448158740997,0.014887453988194466,0.07412428696337003
0.01,128,4.0,1.0,4.0,block_1/drn,W0,weight,0.19374298532387452,0.9913364079833217,2.633267879486084,0.8852581977844238,0.3361823552707419
0.01,128,4.0,1.0,4.0,block_1/drn,W1,weight,0.2290772027206558,0.9742960240212729,1.732204794883728,0.4692171514034271,0.2708785663157818
0.01,128,4.0,1.0,4.0,block_1/drn,b0,bias,0.928417880985832,0.938262994336146,0.04146399721503258,0.002771926810964942,0.0668514132052853
0.01,128,4.0,1.0,4.0,block_1/drn,b1,bias,0.997937208889879,0.7509172913428428,0.062354426831007004,0.015574203804135323,0.24976901553989964
0.01,128,4.0,1.0,4.0,block_1/drn,b2,bias,0.9991498220073154,0.04112373674972832,0.10673511028289795,0.10659178346395493,0.9986571727094942
0.01,128,4.0,1.0,4.0,block_1/ff,base_ff.0.bias,bias,0.994735590046389,0.9386768728588201,0.039300598204135895,0.0024236291646957397,0.0616690146065177
0.01,128,4.0,1.0,4.0,block_1/ff,base_ff.0.weight,bias,0.9944831592282795,0.9384950573897521,0.56044602394104,0.034674108028411865,0.061868773346957756
0.01,128,4.0,1.0,4.0,head,module.2.bias,other,0.9999999183777978,0.0,0.014658222906291485,0.014658222906291485,1.0
0.01,128,4.0,1.0,4.0,head,module.2.weight,other,1.0008747847429538,0.0,1.8242290019989014,1.8242290019989014,1.0
0.01,128,4.0,1.0,4.0,head,module.4.bias,other,0.9999998574690373,0.0,0.40013211965560913,0.40013211965560913,1.0
0.01,128,4.0,1.0,4.0,head,module.4.weight,other,1.0000003944563218,0.0,5.808175563812256,5.808175563812256,1.0
0.03,128,4.0,1.0,4.0,block_0/drive,drive_scale,other,0.9999999711859829,0.9960892764288583,0.14084897935390472,0.0005508288159035146,0.003910776055533015
