beta,overall_positive,overall_negative,overall_mean,block_0_positive,block_1_positive,block_0_negative,block_1_negative,block_0_mean,block_1_mean
0.01,0.01978055810011415,0.019780503690524344,0.019780530895319247,8.057965798946104e-05,0.02143954452334613,8.030321665983187e-05,0.02143948573158338,8.044143732464646e-05,0.021439515127464753
