beta,overall_cosine,overall_relative_error,bp_norm,ep_norm,head_cosine,block_0/ff_cosine,block_0/drive_cosine,block_0/drn_cosine,block_1/ff_cosine,block_1/drive_cosine,block_1/drn_cosine,head_relerr,block_0/ff_relerr,block_0/drive_relerr,block_0/drn_relerr,block_1/ff_relerr,block_1/drive_relerr,block_1/drn_relerr
0.0001,0.8082564316738413,0.6281514904086767,3.0326685905456543,1.7873724699020386,0.9999999940304871,0.9935444225281886,-0.9999999526259323,0.8106522559597438,0.8634950637218994,1.0000000202597814,0.0036279885619996013,0.0,0.5123302943397894,1.0429978963526139,0.6212777441830825,0.6581705749903743,0.892458820210754,1.1904384696082364
