voltage_amp,current_amp,amp_ratio,group,tensor,kind,cosine,relative_error,bp_norm,ep_norm,ep_bp_norm_ratio
2.0,1.0,2.0,head,module.2.weight,other,1.0006786573406923,0.0,0.2501518130302429,0.2501518130302429,1.0
2.0,1.0,2.0,head,module.2.bias,other,0.9999999583206459,0.0,0.04242077097296715,0.04242077097296715,1.0
2.0,1.0,2.0,head,module.4.weight,other,1.000000122034275,0.0,1.8437986373901367,1.8437986373901367,1.0
2.0,1.0,2.0,head,module.4.bias,other,1.0000000910384428,0.0,0.15601834654808044,0.15601834654808044,1.0
2.0,1.0,2.0,block_0/ff,base_ff.0.weight,bias,0.9999994478151132,0.9375680864246757,0.45256802439689636,0.02825470268726349,0.06243194650111753
2.0,1.0,2.0,block_0/ff,base_ff.0.bias,bias,0.9999990614235449,0.9375745650309927,0.3042331635951996,0.018991893157362938,0.06242545333628646
2.0,1.0,2.0,block_0/drive,drive_scale,other,1.000000001368187,0.9374795738773504,0.2783099412918091,0.017400043085217476,0.06252037927374453
2.0,1.0,2.0,block_0/drn,W0,weight,0.9984119420901932,0.9370167061229117,2.7298483848571777,0.17222663760185242,0.06309018425976178
2.0,1.0,2.0,block_0/drn,W1,weight,0.9809074944032462,0.9326405223911681,0.6510981917381287,0.044775065034627914,0.06876852923688724
2.0,1.0,2.0,block_0/drn,b0,bias,0.9999867068879683,0.9375319124255722,0.1726507544517517,0.010785313323140144,0.06246896144409357
2.0,1.0,2.0,block_0/drn,b1,bias,0.9984576500249267,0.8666982935167576,0.5233594179153442,0.06988932937383652,0.1335398332033865
2.0,1.0,2.0,block_0/drn,b2,bias,0.9999432927181433,0.7500425030049805,1.48159658908844,0.37036430835723877,0.24997648555947835
2.0,1.0,2.0,block_1/ff,base_ff.0.weight,bias,0.9999714086468302,0.7499793950651964,0.05713154375553131,0.014284604229032993,0.25003007603220945
2.0,1.0,2.0,block_1/ff,base_ff.0.bias,bias,0.9999795767512197,0.7502993317463982,0.0509730689227581,0.012728356756269932,0.24970748329000578
2.0,1.0,2.0,block_1/drive,drive_scale,other,0.9999999526975627,0.7498174988132478,0.09793877601623535,0.02450256608426571,0.25018248216828753
