beta,overall_cosine,overall_relative_error,bp_norm,ep_norm,head_cosine,block_0/ff_cosine,block_0/drive_cosine,block_0/drn_cosine,block_1/ff_cosine,block_1/drive_cosine,block_1/drn_cosine,head_relerr,block_0/ff_relerr,block_0/drive_relerr,block_0/drn_relerr,block_1/ff_relerr,block_1/drive_relerr,block_1/drn_relerr
0.0001,0.10556295646807005,0.9944323908206878,6.221414566040039,0.615308940410614,0.9999999979877205,0.3567592412435968,-1.000000000803075,-0.0031421689331196027,0.3208853929346214,1.0000000243294467,-0.040732200095703504,0.0,0.9818554700715911,1.0024178781348954,1.0008509661350784,0.9945174637724572,0.9965656932428231,1.0007597663650123
0.001,0.8920501584053843,0.5394285708592124,6.221414566040039,3.7175323963165283,0.9999999979877205,0.9960828236329241,0.9999999631205833,0.6334539173905702,0.999778439966899,0.9999999740916592,0.881783323994356,0.0,0.3876518118157914,0.39073063706588246,0.9833959283962367,0.28939438632090564,0.2870653289663768,0.9830619876755248
0.01,0.893359458552937,0.4847372841422853,6.221414566040039,4.426779747009277,0.9999999979877205,0.9999328620899461,1.0000000304020025,0.7523203522440146,0.9999996534847975,0.9999999667778372,0.9219109809791961,0.0,0.27346578939873556,0.27285901313944655,0.9788517920702147,0.14618848017891517,0.14625665376878325,0.9782269228443189
0.1,0.8933525091219561,0.48447929878260954,6.221414566040039,4.431232929229736,0.9999999979877205,0.9999325077808912,1.000000032075011,0.7541546234502712,1.0000001718525193,1.000000010980142,0.9221607826231095,0.0,0.2734436343114377,0.2722096023561925,0.9788315916149491,0.14525914608947235,0.1452753968194217,0.9781962043286376
