beta,overall_positive,overall_negative,overall_mean,block_0_positive,block_1_positive,block_0_negative,block_1_negative,block_0_mean,block_1_mean
0.0001,0.6909171747189089,0.690917200827782,0.6909171877733454,0.7442002473518816,0.5475361596929965,0.744200264690799,0.5475362144189786,0.7442002560213403,0.5475361870559876
